Year_x,Title,Abstract,title_topic,title_topic1,title_topic2,ab_topic,ab_topic1,ab_topic2,Matching_Topics,Fact1,Fact2,Fact3,final_topic,gpt_topic,Cat_L1,Cat_L2,Cat_L3,Cat_L1_Valid,Cat_L2_Valid,Cat_L3_Valid
2008,Sildenafil-mediated neovascularization and protection against myocardial ischaemia reperfusion injury in rats: role of VEGF/angiopoietin-1.,"Sildenafil citrate (SC), a drug for erectile dysfunction, is now emerging as a cardiopulmonary drug. Our study aimed to determine a novel role of sildenafil on cardioprotection through stimulating angiogenesis during ischaemia (I) reperfusion (R) at both capillary and arteriolar levels and to examine the role of vascular endothelial growth factor (VEGF) and angiopoietin-1 (Ang-1) in this mechanistic effect. Rats were divided into: control sham (CS), sildenafil sham (SS), control+IR (CIR) and sildenafil+IR (SIR). Rats were given 0.7 mg/kg, (i.v) of SC or saline 30 min. before occlusion of left anterior descending artery followed by reperfusion (R). Sildenafil treatment increased capillary and arteriolar density followed by increased blood flow (2-fold) compared to control. Treatment with sildenafil demonstrated increased VEGF and Ang-1 mRNA after early reperfusion. PCR data were validated by Western blot analysis. Significant reduction in infarct size, cardiomyocyte and endothelial apoptosis were observed in SC-treated rats. Increased phosphorylation of Akt, eNOS and expression of anti-apoptotic protein Bcl-2, and thioredoxin, hemeoxygenase-1 were observed in SC-treated rats. Echocardiography demonstrated increased fractional shortening and ejection fraction following 45 days of reperfusion in the treatment group. Stress testing with dobutamine infusion and echocardiogram revealed increased contractile reserve in the treatment group. Our study demonstrated for the first time a strong additional therapeutic potential of sildenafil by up-regulating VEGF and Ang-1 system, probably by stimulating a cascade of events leading to neovascularization and conferring myocardial protection in in vivo I/R rat model. ",gene_expression,endothelial_cell,coronary_artery,myocardial_infarction,first_time,endothelial_cell,1," Sildenafil, a drug used for erectile dysfunction, may also have a role in cardioprotection by stimulating angiogenesis during ischaemia-reperfusion. 
"," The study found that sildenafil treatment increased capillary and arteriolar density, blood flow, and reduced infarct size, cardiomyocyte and endothelial apoptosis in rats. 
"," The study suggests that sildenafil up-regulates the VEGF and Ang-1 system, leading to neovascularization and myocardial protection in an in vivo ischaemia-reperfusion rat model",,angiogenesis and vascular function,Pharmacology & Therapeutics,Cardiovascular Drug Classes,Gene‐Based & Biologic Drugs,True,True,True
2015,Heart rate variability and the risk of Parkinson disease: The Atherosclerosis Risk in Communities study.,"OBJECTIVE: Autonomic dysfunction frequently occurs in the context of Parkinson disease (PD) and may precede onset of motor symptoms. Limited data exist on the prospective association of heart rate variability (HRV), a marker of autonomic function, with PD risk. METHODS: We included 12,162 participants of the Atherosclerosis Risk in Communities study, a community-based cohort, without a diagnosis of PD at baseline (1987-1989) and with available HRV data (mean age = 54 years, 57% women). A 2-minute electrocardiogram was used to measure HRV. Incident PD was identified through 2008 from multiple sources, and adjudicated. Multivariable Cox models were used to estimate hazard ratios (HRs) and 95% confidence intervals (CIs) of PD by quartiles of HRV measurements. RESULTS: During a mean follow-up of 18 years, we identified 78 incident PD cases. Lower values of the root mean square of successive differences in normal-to-normal R-R intervals (rMSSD) and standard deviation of normal-to-normal R-R intervals (SDNN), markers of parasympathetic activity and total variability, respectively, were associated with higher PD risk during follow-up. In multivariate models, the HR (95% CI) of PD in the bottom quartiles of rMSSD and SDNN compared to the top quartiles were 2.1 (1.0-4.3) and 2.9 (1.4-6.1), respectively. Other measures of cardiac autonomic function, including mean R-R interval and frequency-domain measurements, were not associated with PD risk. INTERPRETATION: In this prospective cohort, decreased HRV was associated with an increased risk of PD. Assessment of cardiac autonomic function may help identify individuals at risk for PD. ",atherosclerosis_risk_communities,rate_variability,gene_expression,insulin_resistance,mean_year,long_term,0," Autonomic dysfunction often occurs in people with Parkinson's disease and may appear before motor symptoms. 
 "," This study found that lower heart rate variability was associated with a higher risk of developing Parkinson's disease. 
 ", The study suggests that assessing cardiac autonomic function could help identify individuals at risk for developing Parkinson's disease,,,Epidemiology & Risk Factors,Lifestyle & Behavioral Factors,"Smoking, Tobacco, & Vaping",True,True,False
2003,Cardiac hypertrophy and histone deacetylase-dependent transcriptional repression mediated by the atypical homeodomain protein Hop.,"Activation of multiple pathways is associated with cardiac hypertrophy and heart failure. Repression of antihypertrophic pathways has rarely been demonstrated to cause cardiac hypertrophy in vivo. Hop is an unusual homeodomain protein that is expressed by embryonic and postnatal cardiac myocytes. Unlike other homeodomain proteins, Hop does not bind DNA. Rather, it modulates cardiac growth and proliferation by inhibiting the transcriptional activity of serum response factor (SRF) in cardiomyocytes. Here we show that Hop can inhibit SRF-dependent transcriptional activation by recruiting histone deacetylase (HDAC) activity and can form a complex that includes HDAC2. Transgenic mice that overexpress Hop develop severe cardiac hypertrophy, cardiac fibrosis, and premature death. A mutant form of Hop, which does not recruit HDAC activity, does not induce hypertrophy. Treatment of Hop transgenic mice with trichostatin A, an HDAC inhibitor, prevents hypertrophy. In addition, trichostatin A also attenuates hypertrophy induced by infusion of isoproterenol. Thus, chromatin remodeling and repression of otherwise active transcriptional processes can result in hypertrophy and heart failure, and this process can be blocked with chemical HDAC inhibitors. ",gene_expression,endothelial_cell,coronary_artery,methods_result,carotid_artery,protein_kinase,0," Activation of multiple pathways leads to cardiac hypertrophy and heart failure. 
 "," The protein Hop can inhibit cardiac growth and proliferation by blocking the activity of SRF in cardiomyocytes. 
 "," Overexpression of Hop in mice leads to cardiac hypertrophy, fibrosis, and premature death, but this can be prevented with an HDAC inhibitor",,heart failure treatment and prognosis,Basic / Translational Research,Molecular Mechanisms,Signaling Pathways,True,True,True
2010,Folic acid mitigated cardiac dysfunction by normalizing the levels of tissue inhibitor of metalloproteinase and homocysteine-metabolizing enzymes postmyocardial infarction in mice.,"Myocardial infarction (MI) results in significant metabolic derangement, causing accumulation of metabolic by product, such as homocysteine (Hcy). Hcy is a nonprotein amino acid generated during nucleic acid methylation and demethylation of methionine. Folic acid (FA) decreases Hcy levels by remethylating the Hcy to methionine, by 5-methylene tetrahydrofolate reductase (5-MTHFR). Although clinical trials were inconclusive regarding the role of Hcy in MI, in animal models, the levels of 5-MTHFR were decreased, and FA mitigated the MI injury. We hypothesized that FA mitigated MI-induced injury, in part, by mitigating cardiac remodeling during chronic heart failure. Thus, MI was induced in 12-wk-old male C57BL/J mice by ligating the left anterior descending artery, and FA (0.03 g/l in drinking water) was administered for 4 wk after the surgery. Cardiac function was assessed by echocardiography and by a Millar pressure-volume catheter. The levels of Hcy-metabolizing enzymes, cystathionine β-synthase (CBS), cystathionine γ-lyase (CSE), and 5-MTHFR, were estimated by Western blot analyses. The results suggest that FA administered post-MI significantly improved cardiac ejection fraction and induced tissue inhibitor of metalloproteinase, CBS, CSE, and 5-MTHFR. We showed that FA supplementation resulted in significant improvement of myocardial function after MI. The study eluted the importance of homocysteine (Hcy) metabolism and FA supplementation in cardiovascular disease. ",gene_expression,endothelial_cell,coronary_artery,myocardial_infarction,carotid_artery,play_role,0," Myocardial infarction leads to an accumulation of homocysteine, a metabolic byproduct that can cause harm. 
 "," Folic acid can reduce homocysteine levels by remethylating it back to methionine, which may help mitigate the damage caused by a myocardial infarction. 
 ", A study found that folic acid supplementation after a myocardial infarction improved cardiac function and reduced the risk of cardiac remodeling and damage,,ventricular remodeling in heart failure,Basic / Translational Research,Genetic & Epigenetic Studies,Gene Editing & Knockouts,True,True,False
2003,Oxidation and nitrosation of thiols at low micromolar exposure to nitric oxide. Evidence for a free radical mechanism.,"Although the nitric oxide (.NO)-mediated nitrosation of thiol-containing molecules is increasingly recognized as an important post-translational modification in cell signaling and pathology, little is known about the factors that govern this process in vivo. In the present study, we examined the chemical pathways of nitrosothiol (RSNO) production at low micromolar concentrations of .NO. Our results indicate that, in addition to nitrosation by the .NO derivative dinitrogen trioxide (N2O3), RSNOs may be formed via intermediate one-electron oxidation of thiols, possibly mediated by nitrogen dioxide (.NO2), and the subsequent reaction of thiyl radicals with .NO. In vitro, the formation of S-nitrosoglutathione (GSNO) from .NO and excess glutathione (GSH) was accompanied by the formation of glutathione disulfide, which could not be ascribed to the secondary reaction of GSH with GSNO. Superoxide dismutase significantly increased GSNO yields and the thiyl radical trap, 5,5-dimethyl-1-pyrroline N-oxide (DMPO), inhibited by 45 and 98% the formation of GSNO and GSSG, respectively. Maximum nitrosation yields were obtained at an oxygen concentration of 3%, whereas higher oxygen tensions decreased GSNO and increased GSSG formation. When murine fibroblasts were exposed to exogenous .NO, RSNO formation was sensitive to DMPO and oxygen tension in a manner similar to that observed with GSH alone. Our data indicate that RSNO formation is favored at oxygen concentrations that typically occur in tissues. Nitrosothiol formation in vivo depends not only on the availability of .NO and O2 but also on the degree of oxidative stress by affecting the steady-state concentration of thiyl radicals. ",gene_expression,endothelial_cell,coronary_artery,long_term,methods_result,mean_year,0," The nitric oxide (.NO) mediated nitrosation of thiol-containing molecules is an important process in cell signaling and pathology, but its factors are not well understood. 
 "," The study shows that RSNOs can be formed through two pathways: nitrosation by dinitrogen trioxide (N2O3) and one-electron oxidation of thiols, possibly mediated by nitrogen dioxide (.NO2). 
 "," The study finds that nitrosothiol formation in vivo depends on oxygen concentration, oxidative stress, and the redox state of the cell, and is influenced by multiple factors",,,Basic / Translational Research,Molecular Mechanisms,Signaling Pathways,True,True,True
2020,Comparison of mid-term graft patency in common femoral versus superficial femoral artery inflow for infra-geniculate bypass in the vascular quality initiative.,"OBJECTIVES: The superficial femoral artery can be used as inflow for infra-geniculate bypass, but progressive proximal occlusive disease may affect graft durability. We sought to evaluate the effect of superficial femoral artery versus common femoral artery inflow on infra-geniculate bypass patency within a large contemporary multicenter registry. METHODS: The vascular quality initiative was queried from 2013 to 2019 to identify patients with >30-day patency follow-up, Rutherford chronic limb ischemia stage 1-6, and an infra-geniculate bypass, excluding those with prior ipsilateral bypass. The cohort was stratified by inflow vessel, with primary, primary-assisted, and secondary patency serving as the primary outcome variables. Multivariate Cox-proportional hazard models and radius-based propensity-score matching were performed to reduce treatment-selection bias due to clinical covariates. RESULTS: A total of 11,190 bypass procedures were performed (8378 common femoral artery inflow, 2812 superficial femoral artery) on 10,110 patients, with a mean follow-up of 12.8 months (range 1-98). Patients receiving superficial femoral artery inflow bypasses were more commonly male (p = 0.002), obese (p < 0.0001) and had chronic, limb threatening ischemia (p < 0.0001), whereas those with common femoral artery inflow were older (p < 0.0004), and had higher baseline comorbidities including smoking (p < 0.0001), coronary disease (p < 0.0001), and pulmonary disease (p < 0.0001). On life-table analysis, there was no significant difference in three year estimated primary (32.1 vs 30.1%, p = 0.928), primary assisted (60.5 vs 65.8%, p = 0.191), or secondary patency (62.5 vs 66.7%, p = 0.139) between superficial femoral artery and common femoral artery inflow groups, respectively. A multivariate Cox model found no significant association between inflow vessel and primary patency (0.96 [0.88-1.04], HR [95%CI]), primary-assisted (1.07 [0.95-1.20], HR [95%CI]), or secondary patency (1.08 [0.96-1.22]). In a propensity-matched cohort (n = 11,151), there were small but statistically significant differences in primary, primary-assisted, and secondary patency at latest follow-up (non-time-to-event data) between groups. The largest difference was observed when evaluating secondary patency, with common femoral artery inflow having a marginally higher secondary patency of 88.1% compared to 85.6% for those with superficial femoral artery inflow at latest follow-up (p = 0.009). CONCLUSIONS: Within the vascular quality initiative, there is no significant difference in life-table determined three-year primary, primary-assisted, and secondary patency between infra-geniculate bypasses using common femoral artery inflow compared to superficial femoral artery inflow. Small, statistically significant differences exist in primary, primary-assisted, and secondary patency favoring common femoral artery inflow after propensity score matching. Long-term follow-up data are required in the vascular quality initiative to better evaluate bypass graft durability as this study was limited by a mean follow-up of one year. ",type_diabetes,gene_expression,endothelial_cell,shear_stress,receptor_antagonist,nitric_oxide,0," The superficial femoral artery can be used as inflow for infra-geniculate bypass, but progressive proximal occlusive disease may affect graft durability. 
 "," This study found no significant difference in three-year patency between superficial femoral artery and common femoral artery inflow for infra-geniculate bypass. 
 "," However, propensity-matched analysis showed small but statistically significant differences in patency, with common femoral artery inflow having a marginally higher secondary patency at latest follow-up",,,Clinical Cardiology,Other Clinical Areas,Valvular Heart Disease,True,True,False
2024,Do patients with obesity undergoing bariatric surgery modify their objectively measured physical activity? A systematic review and meta-analysis.,"Obesity is a chronic disease associated with adverse outcomes and its prevalence is increasing, which makes it a concern. One of the obesity treatment options is bariatric surgery, which effectively reduces calorie absorption and total body mass, but its effects on physical activity (PA) levels need to be clarified, considering the protective effect of the PA against cardiovascular disease, independently of the weight loss alone.",bariatric surgery,after_bariatric surgery,sleeve gastrectomy,which_makes concern one,which_makes concern,weight_loss alone,0,"Obesity is a chronic disease associated with adverse outcomes and its prevalence is increasing, which makes it a concern","One of the obesity treatment options is bariatric surgery, which effectively reduces calorie absorption and total body mass, but its effects on physical activity (PA) levels need to be clarified, considering the protective effect of the PA against cardiovascular disease, independently of the weight loss alone.",,bariatric surgery,obesity treatment,Epidemiology & Risk Factors,Metabolic Syndrome & Obesity,Diet & Physical Activity,True,True,True
2015,Collaborative quality improvement in the cardiac intensive care unit: development of the Paediatric Cardiac Critical Care Consortium (PC4).,"Despite many advances in recent years for patients with critical paediatric and congenital cardiac disease, significant variation in outcomes remains across hospitals. Collaborative quality improvement has enhanced the quality and value of health care across specialties, partly by determining the reasons for variation and targeting strategies to reduce it. Developing an infrastructure for collaborative quality improvement in paediatric cardiac critical care holds promise for developing benchmarks of quality, to reduce preventable mortality and morbidity, optimise the long-term health of patients with critical congenital cardiovascular disease, and reduce unnecessary resource utilisation in the cardiac intensive care unit environment. The Pediatric Cardiac Critical Care Consortium (PC4) has been modelled after successful collaborative quality improvement initiatives, and is positioned to provide the data platform necessary to realise these objectives. We describe the development of PC4 including the philosophical, organisational, and infrastructural components that will facilitate collaborative quality improvement in paediatric cardiac critical care. ",myocardial_perfusion,gene_expression,endothelial_cell,nitric_oxide,type_diabetes,mean_year,0," There is significant variation in outcomes for patients with critical pediatric and congenital cardiac disease across hospitals. 
 "," The Pediatric Cardiac Critical Care Consortium (PC4) is a collaborative quality improvement initiative aimed at reducing preventable mortality and morbidity in pediatric cardiac critical care. 
 ", The PC4 registry has enrolled its first 10 patients and aims to provide a data platform for developing benchmarks of quality in pediatric cardiac critical care,,,Clinical Cardiology,Other Clinical Areas,Valvular Heart Disease,True,True,False
2018,Association of D-dimer with Plaque Characteristics and Plasma Biomarkers of Oxidation-Specific Epitopes in Stable Subjects with Coronary Artery Disease.,"D-dimer has emerged as a biomarker of cardiovascular event risk, yet pathophysiological factors associated with plasma D-dimer levels in stable coronary artery disease (CAD) subjects are poorly understood. In 106 stable CAD subjects undergoing intravascular ultrasound with virtual histology (IVUS-VH), we measured D-dimer, lipoprotein(a) (Lp(a)), plasminogen, biomarkers reflecting oxidation-specific epitopes (OSE) such as oxidized phospholipids on apolipoprotein B-100 (OxPL-apoB), OxPL on plasminogen (OxPL-PLG), and autoantibodies to phosphorylcholine-BSA [PC-BSA] and a malondialdehyde [MDA] mimotope. In univariate analysis, D-dimer was positively associated with Lp(a), OxPL-apoB, OxPL-PLG, and coronary artery calcium, and inversely associated with autoantibodies to OSE and plaque fibrosis. D-dimer levels > 500 ng/ml also showed positive association with plaque necrosis. After multivariate analysis, D-dimer remained significantly associated with Lp(a) and plaque calcium. While further studies are needed, results provide evidence that plasma D-dimer levels are associated with levels of OxPLs and IVUS-VH indices linked to plaque erosion and rupture. ",coronary_artery,gene_expression,endothelial_cell,risk_factor,methods_result,mean_year,0," D-dimer is a biomarker of cardiovascular event risk, but its association with pathophysiological factors in stable coronary artery disease is not well understood. 
 "," This study found that D-dimer levels were associated with Lp(a), OxPL-apoB, OxPL-PLG, and coronary artery calcium, and inversely associated with autoantibodies to oxidation-specific epitopes. 
 "," Higher D-dimer levels (>500 ng/ml) were linked to plaque necrosis, suggesting that D-dimer may be a biomarker for cardiovascular risk assessment and plaque erosion/rupture",,,Diagnostics & Imaging,Biomarkers,"Troponins, Natriuretic Peptides",True,True,False
2025,Advanced Maternal Age and Pregnancy Outcomes in Oocyte Donation and Spontaneous Pregnancies: A Large Population-Based Cohort Study.,"Background: Data regarding pregnancy and perinatal outcomes of oocyte donation (OD) recipients older than age 45 are limited. Materials and Methods: A total of 459,528 singleton pregnancies with 946 OD pregnancies and 458,582 spontaneous pregnancies were grouped according to maternal age 45 years and <45 years. Results: The mean maternal age of the OD recipients was 47.6 for patients >45 and 40.7 for patients 45 (p < 0.001). Among the spontaneous conceptions, the mean maternal age was 47.8 years for patients >45 and 31.1 for patients 45 (p < 0.001). Multivariable logistic regression for preterm birth (PTB) <37 weeks and for small gestational age (SGA) among the OD recipients demonstrated that age >45 is a protective factor for PTB <37 weeks (odds ratio [OR]: 0.6, 95% confidence interval [CI]: 0.4-0.9, p = 0.03) and for SGA (OR: 0.3, 95% CI: 0.1-0.7, p = 0.006, respectively). Among the spontaneous group, age >45 is a risk factor for PTB <37 weeks (OR: 3.2, 95% CI: 2.7-3.9, p < 0.001), PTB <34 weeks (OR: 4.7, 95% CI: 3.4-6.4, p < 0.001), SGA (OR: 1.6, 95% CI: 1.2-2.1, p < 0.001), and pregnancy-induced hypertension (OR: 3.1, 95% CI: 2.1-4.7, p < 0.001). Other obstetric complications were comparable between the age-groups of the oocyte recipients but were higher among patients >45 years who conceived spontaneously. Conclusions: As opposed to spontaneous pregnancies, OD pregnancies of recipients >45 are not associated with higher rates of obstetric or perinatal morbidity compared with younger recipients.",spontaneous pregnancies large,spontaneous pregnancies,pregnancy outcomes oocyte,_0 001,p_ _0 001,p_ _0,0,Background: Data regarding pregnancy and perinatal outcomes of oocyte donation (OD) recipients older than age 45 are limited,"Materials and Methods: A total of 459,528 singleton pregnancies with 946 OD pregnancies and 458,582 spontaneous pregnancies were grouped according to maternal age 45 years and <45 years",Results: The mean maternal age of the OD recipients was 47.6 for patients >45 and 40.7 for patients 45 (p < 0.001),spontaneous pregnancies large,spontaneous pregnancies large,Epidemiology & Risk Factors,Demographic & Social Determinants,Age & Sex Differences,True,True,True
2023,Love and lifestyle: how 'relational healthism' structures couples' talk of engagement with lifestyle advice associated with a new diagnosis of coronary heart disease.,"Healthy lifestyle change improves outcomes in coronary heart disease (CHD), but is rarely sustained. To better understand barriers to lifestyle change, we examined couples' talk of engaging with lifestyle advice after one partner receives a diagnosis of CHD.",talk engagement lifestyle,talk engagement,structures couples talk,lifestyle change,we_examined couples talk,to_better_understand barriers lifestyle,0,"Healthy lifestyle change improves outcomes in coronary heart disease (CHD), but is rarely sustained","To better understand barriers to lifestyle change, we examined couples' talk of engaging with lifestyle advice after one partner receives a diagnosis of CHD.",,talk engagement lifestyle,talk engagement lifestyle,Epidemiology & Risk Factors,Lifestyle & Behavioral Factors,"Smoking, Tobacco, & Vaping",True,True,False
2011,Follistatin-like 1 in chronic systolic heart failure: a marker of left ventricular remodeling.,"BACKGROUND: Follistatin-like 1 (FSTL1) is an extracellular glycoprotein found in human serum. Recent work suggests that FSTL1 is secreted in response to ischemic injuries and that its overexpression is protective in the heart and vasculature. METHODS AND RESULTS: We examined serum FSTL1 levels in patients with chronic heart failure with left ventricular (LV) ejection fraction <40% (n=86). The sample was separated into three tertiles of patients with low, medium, and high FSTL1 levels. Serum FSTL1 was increased 56% above age- and sex-matched healthy controls. Diabetes mellitus, brain natriuretic peptide level, left atrial size, LV posterior wall thickness, LV end-diastolic diameter, and LV mass were significant determinants of FSTL1 serum levels by bivariate analysis. After controlling for significant covariates, FSTL1 levels predicted LV hypertrophy (as measured by LV mass index) by multivariate linear regression analysis (P<0.001). Unadjusted survival analysis demonstrated increased mortality in patients with increasing FSTL1 levels (P=0.09). After adjusting for significant parameters, patients with increased FSTL1 remained at the highest risk of death (hazard ratio, 1.028; 95% CI, 0.98 to 1.78; P=0.26). To determine whether elevated FSTL1 levels may be derived from the myocardium, FSTL1 protein expression was measured in explanted failing (n=18) and nonfailing (n=7) human hearts. LV failing hearts showed 2.5-fold higher FSTL1 protein levels over nonfailing control hearts (P<0.05). CONCLUSIONS: Elevated serum FSTL1 in patients with heart failure was associated with LV hypertrophy. Further studies on the role of FSTL1 as a biomarker in chronic systolic heart failure are warranted. ",endothelial_cell,gene_expression,coronary_artery,carotid_artery,acute_coronary,methods_result,0," FSTL1 is a glycoprotein found in human serum that is secreted in response to ischemic injuries and has protective effects on the heart and vasculature. 
 "," The study found that serum FSTL1 levels were increased in patients with chronic heart failure and that these levels were associated with LV hypertrophy. 
 "," The study also found that elevated FSTL1 levels were associated with increased mortality risk in patients with heart failure, and that FSTL1 protein expression was higher in failing human hearts compared to nonfailing hearts",,diabetes and cardiovascular complications,Clinical Cardiology,Heart Failure,Systolic vs. Diastolic Dysfunction,True,True,False
2018,Sleep Apnea and Heart Failure With a Reduced Ejection Fraction Among Persons Living With Human Immunodeficiency Virus.,"BACKGROUND: Sleep apnea (SA) is common and has prognostic significance among broad groups of patients with heart failure (HF). There are no data characterizing the presence, associations, and prognostic significance of SA among persons living with human immunodeficiency virus (PLHIV) with HF. METHODS: We conducted a single-center study of PLHIV with HF with reduced ejection fraction (HFrEF; left ventricular ejection fraction [LVEF] <50%) and analyzed the relationship of SA with 30-day HF hospital readmission rate. RESULTS: Our cohort included 1124 individuals admitted with HFrEF; 15% were PLHIV, and 92% were on antiretroviral therapy. SA was noted in 28% of PLHIV and 26% of uninfected controls. Compared to uninfected controls with HFrEF and SA, PLHIV with HFrEF and SA had a lower body mass index, lower LVEF, a higher pulmonary artery systolic pressure (PASP), were more likely to have obstructive rather than central SA (P < .05 for all). In a multivariable model, PASP, low CD4 count, high viral load (VL), and SA parameters (apnea-hypopnea index, CPAP use and duration) were predictors of 30-day HF readmission rate. Each 1-hour increase in CPAP use was associated with a 14% decreased risk of 30-day HF readmission among PLHIV. CONCLUSIONS: Compared to uninfected controls, PLHIV were more likely to have obstructive SA than central SA. Apnea severity, low CD4 count, high VL, and cocaine use were positively associated with 30-day HF hospital readmission rate, whereas CPAP use and increased duration of CPAP use conferred protection. ",gene_expression,endothelial_cell,coronary_artery,risk_factor,acute_coronary,mean_year,0," Sleep apnea is common and significant among people with heart failure, but there's limited data on people living with HIV and heart failure. 
 "," The study found that people living with HIV and heart failure who have sleep apnea are more likely to have obstructive sleep apnea, lower body mass index, and lower left ventricular ejection fraction compared to uninfected controls. 
 ", The study suggests that using continuous positive airway pressure (CPAP) for longer periods can reduce the risk of heart failure hospital readmission among people living with HIV and heart failure,,obesity treatment,Clinical Cardiology,Heart Failure,Systolic vs. Diastolic Dysfunction,True,True,False
2010,Drinking caloric beverages increases the risk of adverse cardiometabolic outcomes in the Coronary Artery Risk Development in Young Adults (CARDIA) Study.,"BACKGROUND: Intake of caloric beverages is hypothesized to contribute to adverse health outcomes, but the beverages and populations studied vary considerably. OBJECTIVE: Our objective was to examine the relation between consumption of low- and whole-fat milk, fruit juice, and sugar-sweetened beverages (SSBs) and cardiometabolic risk factors. DESIGN: We used data from a prospective 20-y cohort of 2774 adults. Data are taken from CARDIA (Coronary Artery Risk Development in Young Adults) Study examination years 0 (1985-1986), 7 (1992-1993), and 20 (2005-2006). Beverage intake was averaged across years 0 and 7, and continuous and categorical (quartile) distributions were used. Incident (year 20) high waist circumference (WC), high triglycerides, high LDL cholesterol, low HDL cholesterol, hypertension, and metabolic syndrome were examined by using multivariable-adjusted Poisson regression models. RESULTS: Higher SSB consumption (across quartiles) was associated with higher risk of high WC [adjusted relative risk (aRR): 1.09; 95% CI: 1.04, 1.14; P for trend < 0.001]; high LDL cholesterol (aRR: 1.18; 95% CI: 1.02, 1.35; P for trend = 0.018), high triglycerides (aRR: 1.06; 95% CI: 1.01, 1.13; P for trend = 0.033), and hypertension (aRR: 1.06; 95% CI: 1.01, 1.12; P for trend = 0.023). Whole-fat milk consumption was associated with lower risk of high triglycerides (aRR: 0.91; 95% CI: 0.81, 1.00; P for trend = 0.046). With the use of continuous beverage intake, results were similar. Consumers of whole-fat milk and SSBs were more likely to be younger, black, and male and to have lower levels of physical activity and higher total energy intake in comparison with nonconsumers (P < 0.05). CONCLUSIONS: Our findings suggest that higher SSB consumption is associated with cardiometabolic risk. Recommendations to limit consumption of these caloric beverages may help reduce the burden of these risk factors in US adult populations. ",coronary_artery,gene_expression,endothelial_cell,risk_factor,blood_pressure,mean_year,0," The study examines the relation between consumption of low- and whole-fat milk, fruit juice, and sugar-sweetened beverages and cardiometabolic risk factors. 
 "," Higher consumption of sugar-sweetened beverages was associated with higher risk of cardiometabolic risk factors such as high waist circumference, high LDL cholesterol, high triglycerides, and hypertension. 
 "," Whole-fat milk consumption was associated with lower risk of high triglycerides, and limiting consumption of sugar-sweetened beverages may help reduce cardiometabolic risk factors in US adult populations",,hypertension control,Epidemiology & Risk Factors,Lifestyle & Behavioral Factors,Diet & Physical Activity,True,True,True
2011,Vascular-mesenchymal cross-talk through Vegf and Pdgf drives organ patterning.,"The initiation of de novo testis cord organization in the fetal gonad is poorly understood. Endothelial cell migration into XY gonads initiates testis morphogenesis. However, neither the signals that regulate vascularization of the gonad nor the mechanisms through which vessels affect tissue morphogenesis are known. Here, we show that Vegf signaling is required for gonad vascularization and cord morphogenesis. We establish that interstitial cells express Vegfa and respond, by proliferation, to endothelial migration. In the absence of vasculature, four-dimensional imaging of whole organs revealed that interstitial proliferation is reduced and prevents formation of wedge-like structures that partition the gonad into cord-forming domains. Antagonizing vessel maturation also reduced proliferation. However, proliferation of mesenchymal cells was rescued by the addition of PDGF-BB. These results suggest a pathway that integrates initiation of vascular development and testis cord morphogenesis, and lead to a model in which undifferentiated mesenchyme recruits blood vessels, proliferates in response, and performs a primary function in the morphogenesis and patterning of the developing organ. ",gene_expression,endothelial_cell,coronary_artery,endothelial_cell,first_time,extracellular_matrix,1," The initiation of testis cord organization in the fetal gonad is not well understood, particularly the signals that regulate vascularization and tissue morphogenesis. 
 "," The study found that Vegf signaling is required for gonad vascularization and cord morphogenesis, and interstitial cells express Vegfa and respond to endothelial migration by proliferation. 
 "," The study suggests that undifferentiated mesenchyme recruits blood vessels, proliferates in response, and plays a primary role in the morphogenesis and patterning of the developing testis",,platelet-derived growth factor research,Basic / Translational Research,Molecular Mechanisms,Signaling Pathways,True,True,True
